date,close,high,low,volume
1997-03-11,40.13,40.38,39.88,983400.0
1997-03-12,40.63,41.13,40.0,1958000.0
1997-03-13,40.25,40.63,40.0,1062500.0
1997-03-14,40.75,40.75,40.0,611200.0
1997-03-17,40.38,40.63,40.13,585500.0
1997-03-18,39.63,40.88,39.0,1139100.0
1997-03-19,39.25,39.88,38.38,1266400.0
1997-03-20,40.0,40.13,39.0,1736000.0
1997-03-21,41.0,41.0,40.0,1284900.0
1997-03-24,40.13,40.75,40.0,600800.0
1997-03-25,39.75,40.5,39.63,673800.0
1997-03-26,39.5,39.88,39.5,633600.0
1997-03-27,38.63,39.75,38.5,740500.0
1997-03-31,38.13,38.5,37.88,831800.0
1997-04-01,38.0,38.38,37.88,1185900.0
1997-04-02,38.0,38.13,37.63,948500.0
1997-04-03,37.25,38.13,37.0,1106700.0
1997-04-04,37.0,37.0,36.38,825500.0
1997-04-07,37.63,37.63,37.0,676400.0
1997-04-08,37.25,37.5,37.13,524700.0
1997-04-09,37.13,38.0,37.0,775800.0
1997-04-10,37.0,37.5,36.88,745500.0
1997-04-11,35.88,36.75,35.63,753000.0
1997-04-14,37.5,37.5,35.75,1047000.0
1997-04-15,37.13,38.13,36.38,2268000.0
1997-04-16,37.0,37.13,36.63,1286000.0
1997-04-17,37.0,37.13,36.75,1217700.0
1997-04-18,37.13,37.13,36.88,764500.0
1997-04-21,37.0,37.5,36.88,1000700.0
1997-04-22,37.25,37.25,36.75,525000.0
1997-04-23,37.0,37.13,36.75,664400.0
1997-04-24,37.13,37.5,36.88,1006200.0
1997-04-25,36.88,37.25,36.63,516700.0
1997-04-28,37.0,37.0,36.88,484800.0
1997-04-29,37.0,37.38,36.75,915200.0
1997-04-30,37.63,37.88,36.88,960300.0
1997-05-01,38.25,38.38,38.0,873400.0
1997-05-02,39.25,39.5,38.5,1301400.0
1997-05-05,39.75,39.88,38.75,924500.0
1997-05-06,39.75,40.0,39.25,689300.0
1997-05-07,39.5,40.0,39.38,523000.0
1997-05-08,40.25,40.75,39.5,890200.0
1997-05-09,40.75,40.88,40.13,500700.0
1997-05-12,41.38,41.5,40.63,666300.0
1997-05-13,41.25,41.63,40.75,722900.0
1997-05-14,40.88,41.63,40.88,545900.0
1997-05-15,40.5,41.0,40.38,412000.0
1997-05-16,40.63,40.75,40.25,719000.0
1997-05-19,40.63,40.88,40.63,486600.0
1997-05-20,40.88,41.0,40.25,800000.0
1997-05-21,40.5,41.13,40.38,688800.0
1997-05-22,40.25,40.38,40.0,747200.0
1997-05-23,40.25,40.63,40.25,611800.0
1997-05-27,40.13,40.75,39.88,721600.0
1997-05-28,40.88,41.13,40.25,1064300.0
1997-05-29,40.63,41.13,40.38,619900.0
1997-05-30,40.75,41.13,40.38,597300.0
1997-06-02,40.0,40.88,39.5,1778000.0
1997-06-03,40.5,40.63,39.5,1981000.0
1997-06-04,40.25,40.63,40.13,1160000.0
1997-06-05,40.38,40.63,40.13,1014200.0
1997-06-06,40.88,41.38,40.25,812200.0
1997-06-09,40.88,41.0,40.63,787900.0
1997-06-10,40.75,41.25,39.88,706300.0
1997-06-11,41.25,41.5,40.63,754800.0
1997-06-12,41.63,42.13,41.38,1416500.0
1997-06-13,42.38,42.38,41.75,1053500.0
1997-06-16,41.88,42.5,41.63,808700.0
1997-06-17,41.5,42.0,41.38,904800.0
1997-06-18,41.5,41.63,41.25,483900.0
1997-06-19,41.0,41.88,40.88,922700.0
1997-06-20,40.25,41.0,39.75,2039000.0
1997-06-23,39.88,40.25,39.5,1483700.0
1997-06-24,39.13,40.13,39.06,1388800.0
1997-06-25,39.88,40.5,39.25,1034900.0
1997-06-26,40.13,40.63,39.75,983600.0
1997-06-27,40.19,40.5,40.13,499500.0
1997-06-30,40.81,40.81,40.13,1022000.0
1997-07-01,41.44,41.75,40.88,2018000.0
1997-07-02,41.75,41.75,40.94,1247500.0
1997-07-03,41.94,42.0,41.63,582600.0
1997-07-07,41.38,42.0,41.19,830300.0
1997-07-08,41.88,42.0,41.44,1411600.0
1997-07-09,41.13,42.0,40.75,837500.0
1997-07-10,41.0,41.94,41.0,759700.0
1997-07-11,40.88,41.75,40.31,929700.0
1997-07-14,40.25,41.0,39.75,1493700.0
1997-07-15,39.0,39.56,37.88,4458000.0
1997-07-16,38.25,38.94,37.0,4042000.0
1997-07-17,38.94,38.94,38.19,1424100.0
1997-07-18,38.5,38.75,38.06,1335000.0
1997-07-21,37.94,38.44,37.88,1710000.0
1997-07-22,38.38,38.69,37.0,1973000.0
1997-07-23,38.19,38.5,38.19,1954000.0
1997-07-24,38.63,38.63,38.06,1546200.0
1997-07-25,38.25,38.5,38.0,1344400.0
1997-07-28,38.0,38.5,37.81,589500.0
1997-07-29,37.88,38.13,37.44,873900.0
1997-07-30,37.81,38.38,37.56,890400.0
1997-07-31,37.88,37.94,37.5,746900.0
1997-08-01,37.88,38.0,37.13,668300.0
1997-08-04,37.56,37.69,37.25,774000.0
1997-08-05,38.0,38.25,37.5,1274500.0
1997-08-06,37.56,37.69,37.25,1419800.0
1997-08-07,37.13,37.88,36.94,2293000.0
1997-08-08,36.88,37.06,36.5,1736000.0
1997-08-11,36.75,37.13,36.69,885300.0
1997-08-12,36.25,37.0,36.0,1393500.0
1997-08-13,36.44,36.56,35.94,647600.0
1997-08-14,36.25,37.0,35.69,942800.0
1997-08-15,35.63,36.44,35.56,807200.0
1997-08-18,35.81,35.94,35.0,827100.0
1997-08-19,36.69,36.75,35.56,1082200.0
1997-08-20,36.94,37.0,36.56,658800.0
1997-08-21,36.25,36.81,36.06,703300.0
1997-08-22,36.75,36.75,35.88,543000.0
1997-08-25,36.94,36.94,36.19,587200.0
1997-08-26,37.56,37.63,36.63,945800.0
1997-08-27,37.56,37.94,37.0,782500.0
1997-08-28,37.81,37.94,37.13,1064800.0
1997-08-29,38.5,38.63,37.69,1468500.0
1997-09-02,39.25,39.44,38.44,1169600.0
1997-09-03,39.81,40.0,39.25,1395400.0
1997-09-04,39.63,39.94,39.5,934300.0
1997-09-05,39.06,40.13,39.06,1156500.0
1997-09-08,39.38,39.5,39.06,841600.0
1997-09-09,39.88,40.06,39.0,1033400.0
1997-09-10,38.88,39.75,38.88,426700.0
1997-09-11,38.06,38.75,37.5,1769000.0
1997-09-12,38.75,38.81,37.38,1379200.0
1997-09-15,39.5,40.0,38.69,982100.0
1997-09-16,39.75,39.88,39.44,508400.0
1997-09-17,38.94,39.94,38.81,708200.0
1997-09-18,39.13,39.25,38.25,1082900.0
1997-09-19,39.06,39.44,38.88,782500.0
1997-09-22,39.31,39.31,39.0,429800.0
1997-09-23,39.19,39.38,39.0,547200.0
1997-09-24,39.56,39.88,39.25,879800.0
1997-09-25,39.19,39.56,39.0,969500.0
1997-09-26,39.06,39.44,39.0,610500.0
1997-09-29,38.94,39.0,38.31,523900.0
1997-09-30,38.5,39.06,37.94,888200.0
1997-10-01,38.81,39.13,38.5,732300.0
1997-10-02,39.5,39.56,38.75,1571100.0
1997-10-03,39.13,39.81,38.69,907800.0
1997-10-06,39.69,39.69,38.94,647100.0
1997-10-07,39.56,40.38,39.25,953400.0
1997-10-08,38.81,39.63,38.06,503200.0
1997-10-09,38.0,38.75,37.44,946800.0
1997-10-10,38.31,38.38,37.5,783800.0
1997-10-13,38.88,39.44,38.88,612600.0
1997-10-14,39.63,40.0,38.06,1139200.0
1997-10-15,40.81,40.94,40.0,1787000.0
1997-10-16,41.56,41.94,40.75,1384800.0
1997-10-17,41.13,41.81,40.75,952600.0
1997-10-20,40.75,41.19,40.69,609900.0
1997-10-21,40.63,40.88,40.5,1355200.0
1997-10-22,40.75,40.88,40.25,1041800.0
1997-10-23,40.06,40.5,39.81,840800.0
1997-10-24,40.5,40.56,40.13,805900.0
1997-10-27,38.75,40.31,38.5,747100.0
1997-10-28,38.5,38.75,37.44,2373000.0
1997-10-29,38.81,39.94,38.81,907500.0
1997-10-30,38.0,39.25,38.0,1262800.0
1997-10-31,38.0,38.69,37.69,634100.0
1997-11-03,38.5,38.94,38.38,809800.0
1997-11-04,38.31,38.63,37.88,1053200.0
1997-11-05,38.25,38.5,38.25,819800.0
1997-11-06,37.44,38.25,37.44,761300.0
1997-11-07,37.0,37.38,36.25,815500.0
1997-11-10,36.69,37.38,36.63,1197200.0
1997-11-11,36.63,36.94,36.63,769200.0
1997-11-12,36.06,37.44,36.0,1161100.0
1997-11-13,35.88,36.19,35.31,814500.0
1997-11-14,36.19,36.31,35.75,969300.0
1997-11-17,36.81,37.56,36.81,714800.0
1997-11-18,36.94,37.75,36.56,1590700.0
1997-11-19,37.81,37.88,36.88,1281400.0
1997-11-20,38.19,38.38,37.88,891800.0
1997-11-21,38.81,39.0,38.31,1414200.0
1997-11-24,38.56,38.81,38.38,685600.0
1997-11-25,38.5,39.0,38.38,1088500.0
1997-11-26,38.63,38.81,38.06,556900.0
1997-11-28,38.69,38.94,38.69,251400.0
1997-12-01,39.19,39.5,38.75,745100.0
1997-12-02,38.56,39.69,38.38,909300.0
1997-12-03,38.5,39.06,38.38,1475700.0
1997-12-04,38.75,39.25,38.56,530400.0
1997-12-05,39.38,40.25,38.63,1762000.0
1997-12-08,39.88,40.19,39.31,1052400.0
1997-12-09,40.19,40.38,39.25,850700.0
1997-12-10,40.56,40.63,39.94,1061000.0
1997-12-11,40.63,41.69,40.38,1462700.0
1997-12-12,40.69,40.94,39.69,1418500.0
1997-12-15,40.69,41.19,40.5,1096200.0
1997-12-16,40.19,41.25,39.88,1002600.0
1997-12-17,39.81,40.63,39.81,888100.0
1997-12-18,40.0,40.13,39.13,724900.0
1997-12-19,40.13,40.25,39.0,1259500.0
1997-12-22,40.5,40.63,39.19,877800.0
1997-12-23,40.5,40.81,39.75,642300.0
1997-12-24,40.0,40.38,39.69,346300.0
1997-12-26,39.75,40.31,39.75,101200.0
1997-12-29,40.69,40.81,40.25,386000.0
1997-12-30,40.94,41.25,40.69,588500.0
1997-12-31,41.56,41.56,40.44,685100.0
1998-01-02,40.75,41.56,40.38,646600.0
1998-01-05,40.0,41.19,39.63,985400.0
1998-01-06,38.75,39.69,38.13,2036000.0
1998-01-07,39.0,39.0,38.19,1681000.0
1998-01-08,38.5,39.0,38.19,1141700.0
1998-01-09,39.31,39.5,38.44,1329700.0
1998-01-12,39.38,39.75,38.88,1298000.0
1998-01-13,40.5,40.69,39.25,1178800.0
1998-01-14,40.0,41.0,39.75,1176300.0
1998-01-15,39.81,40.06,39.75,980100.0
1998-01-16,40.13,40.75,40.0,1330400.0
1998-01-20,42.06,42.38,40.44,1932000.0
1998-01-21,42.25,42.38,41.25,1292500.0
1998-01-22,42.63,42.94,42.0,2221000.0
1998-01-23,41.63,43.0,41.5,1527200.0
1998-01-26,40.19,41.88,40.0,1958000.0
1998-01-27,41.13,41.38,40.44,1651000.0
1998-01-28,40.94,41.38,40.81,793200.0
1998-01-29,40.81,41.19,40.38,1248400.0
1998-01-30,41.44,41.88,40.94,1048700.0
1998-02-02,42.0,42.56,41.75,1312900.0
1998-02-03,42.44,42.75,41.94,1171700.0
1998-02-04,42.44,42.56,42.25,884100.0
1998-02-05,42.31,42.75,42.0,896400.0
1998-02-06,41.81,42.31,41.63,481300.0
1998-02-09,41.94,42.13,41.5,604700.0
1998-02-10,42.44,42.75,41.81,1093100.0
1998-02-11,42.0,42.5,41.75,822400.0
1998-02-12,43.25,43.31,41.69,978200.0
1998-02-13,43.31,43.38,42.69,573500.0
1998-02-17,43.94,44.13,43.19,1301600.0
1998-02-18,44.5,44.5,43.81,1425400.0
1998-02-19,45.63,45.75,44.38,2736000.0
1998-02-20,45.63,46.06,45.0,1171200.0
1998-02-23,45.0,45.5,44.56,985200.0
1998-02-24,44.38,44.94,44.0,1364500.0
1998-02-25,46.38,46.38,44.5,2209000.0
1998-02-26,46.94,47.63,46.13,2412000.0
1998-02-27,47.0,47.13,46.0,861900.0
1998-03-02,46.88,46.94,46.25,602300.0
1998-03-03,46.88,47.19,46.63,688600.0
1998-03-04,46.75,47.19,46.38,658100.0
1998-03-05,47.19,47.25,46.13,837900.0
1998-03-06,47.69,48.0,46.81,1048200.0
1998-03-09,47.63,47.88,47.25,668300.0
1998-03-10,47.75,47.94,47.56,877800.0
1998-03-11,47.5,47.69,47.19,712600.0
1998-03-12,47.63,47.69,47.0,684400.0
1998-03-13,46.81,47.44,46.44,1061600.0
1998-03-16,46.0,46.94,45.63,766500.0
1998-03-17,45.88,46.31,45.63,477100.0
1998-03-18,46.88,47.0,45.94,934500.0
1998-03-19,46.94,47.13,46.63,356700.0
1998-03-20,47.25,47.38,46.63,733800.0
1998-03-23,47.5,47.88,47.0,938200.0
1998-03-24,47.38,47.94,47.25,820900.0
1998-03-25,47.25,47.63,46.94,561800.0
1998-03-26,46.69,47.38,46.63,666100.0
1998-03-27,46.25,47.0,46.06,499700.0
1998-03-30,46.0,46.38,45.5,796000.0
1998-03-31,46.38,46.88,45.88,551600.0
1998-04-01,46.38,46.44,45.94,494000.0
1998-04-02,46.81,47.25,46.25,1017300.0
1998-04-03,46.94,47.19,46.63,568900.0
1998-04-06,46.38,47.38,46.38,746900.0
1998-04-07,46.81,46.94,46.44,429600.0
1998-04-08,45.94,46.75,45.56,564300.0
1998-04-09,47.44,47.63,46.06,1429800.0
1998-04-13,47.25,47.56,46.81,609900.0
1998-04-14,50.0,51.5,47.56,4222000.0
1998-04-15,50.63,51.13,50.19,3676000.0
1998-04-16,50.13,50.44,49.75,2097000.0
1998-04-17,51.81,52.13,49.88,2597000.0
1998-04-20,51.44,52.0,50.63,1179100.0
1998-04-21,51.13,51.56,50.31,1835000.0
1998-04-22,49.94,50.69,49.75,1319100.0
1998-04-23,49.44,49.94,48.94,2041000.0
1998-04-24,48.56,49.0,48.31,706400.0
1998-04-27,47.75,48.5,47.44,963600.0
1998-04-28,48.75,49.19,48.06,1451500.0
1998-04-29,48.44,48.69,48.25,901000.0
1998-04-30,49.19,49.5,48.25,1435800.0
1998-05-01,50.75,51.13,49.19,1555800.0
1998-05-04,50.06,51.94,49.94,708500.0
1998-05-05,52.25,52.25,50.25,6938000.0
1998-05-06,52.63,52.94,51.75,2363000.0
1998-05-07,52.75,52.88,52.0,1760000.0
1998-05-08,52.94,52.94,52.31,1198000.0
1998-05-11,53.0,53.19,52.5,939600.0
1998-05-12,52.94,53.31,51.5,1000600.0
1998-05-13,52.31,52.63,52.19,2064000.0
1998-05-14,51.38,52.25,51.19,1650000.0
1998-05-15,50.75,51.94,50.75,953600.0
1998-05-18,51.38,51.5,50.81,648700.0
1998-05-19,51.13,51.69,50.88,888600.0
1998-05-20,51.0,51.13,50.5,803300.0
1998-05-21,50.5,51.31,50.38,609400.0
1998-05-22,50.06,50.63,49.63,522100.0
1998-05-26,49.69,50.44,49.56,1054100.0
1998-05-27,48.88,49.44,48.56,3544000.0
1998-05-28,49.88,50.13,48.69,1429800.0
1998-05-29,50.13,50.19,49.63,656300.0
1998-06-01,49.75,50.69,49.31,678900.0
1998-06-02,50.25,50.44,49.69,797200.0
1998-06-03,49.88,50.75,49.81,658900.0
1998-06-04,50.13,50.38,49.75,832200.0
1998-06-05,51.5,51.56,50.19,766400.0
1998-06-08,51.75,51.94,51.19,641800.0
1998-06-09,50.81,52.0,50.5,754800.0
